CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_DOS;EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_INT;VECES_TOP;NOTA_EYB;PROMEDIO_TRES;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_ECUA;NCA_TRES;NOTA_FOTO;NOTA_CFJC;VECES_SUELOS;PROMEDIO_CINCO;RENDIMIENTO_CINCO
78.0;57.0;62.0;1;51.0;8;65.0;70.0;434.0;40.06666666666667;36;43;44;37;15.0;7;42;42;39;0;1;1;0.0;39.470588235294116;2;40;41;37;39;1;40;41.388888888888886;40;50;39;44;18.0;45;40;1;42.0;3.0
68.0;77.0;51.0;0;65.0;19;52.0;61.0;435.0;42.0;45;44;43;47;15.0;7;48;42;34;0;1;1;0.0;38.64705882352941;2;39;44;32;33;1;42;38.0;35;39;33;43;18.0;43;37;1;38.27777777777778;2.0
76.0;53.0;55.0;1;48.0;19;58.0;55.0;423.0;40.13333333333333;40;40;45;47;15.0;7;43;39;35;0;1;2;0.0;35.88235294117647;2;39;31;31;39;1;35;36.666666666666664;36;33;34;34;18.0;44;41;1;37.72222222222222;2.0
71.0;58.0;59.0;0;61.0;10;58.0;65.0;439.0;34.666666666666664;30;40;31;35;15.0;7;40;33;35;0;1;2;0.0;33.94117647058823;2;32;30;44;30;1;38;39.77777777777778;42;45;32;31;18.0;46;36;2;38.27777777777778;2.0
64.0;66.0;63.0;0;60.0;20;63.0;62.0;444.0;36.333333333333336;44;36;37;40;15.0;7;37;33;30;0;1;1;0.0;37.8235294117647;2;40;40;33;33;1;44;35.05555555555556;31;44;34;30;18.0;39;31;1;35.94444444444444;2.0
71.0;58.0;53.0;0;37.0;18;62.0;69.0;414.0;35.0;40;32;34;32;15.0;7;42;33;31;0;1;1;0.0;37.294117647058826;2;34;45;43;31;1;41;37.55555555555556;35;38;40;38;18.0;41;30;1;35.388888888888886;2.0
65.0;80.0;57.0;0;48.0;4;64.0;52.0;421.0;36.8;39;42;37;36;15.0;7;42;37;30;0;1;2;0.0;34.76470588235294;2;36;31;37;33;1;42;41.22222222222222;38;50;37;39;18.0;44;39;1;42.44444444444444;3.0
68.0;56.0;59.0;1;59.0;11;60.0;69.0;436.0;38.6;32;38;43;43;15.0;7;42;42;38;0;1;1;0.0;37.64705882352941;2;41;34;38;34;1;44;39.611111111111114;40;43;31;46;18.0;47;37;1;38.72222222222222;2.0
71.0;71.0;53.0;1;55.0;10;68.0;54.0;424.0;36.266666666666666;35;39;38;41;15.0;7;42;40;30;0;1;2;0.0;37.88235294117647;2;39;30;32;42;1;46;37.5;35;37;42;32;18.0;43;34;1;38.55555555555556;2.0
62.0;60.0;57.0;0;59.0;11;58.0;65.0;435.0;37.06666666666667;32;39;42;34;15.0;7;41;38;36;0;1;2;0.0;36.0;2;38;34;35;31;1;39;37.27777777777778;32;31;33;39;18.0;43;36;1;36.833333333333336;2.0
71.0;65.0;56.0;0;58.0;20;66.0;68.0;435.0;34.86666666666667;31;38;36;44;15.0;7;42;34;30;0;1;1;0.0;36.88235294117647;2;30;32;49;36;1;45;36.72222222222222;41;45;39;32;18.0;34;32;1;37.0;2.0
68.0;56.0;51.0;1;52.0;20;67.0;56.0;421.0;34.53333333333333;30;33;42;32;15.0;7;43;32;32;0;1;2;0.0;33.64705882352941;2;30;40;33;30;1;37;33.166666666666664;31;31;32;31;18.0;42;45;1;36.888888888888886;2.0
71.0;83.0;53.0;0;59.0;4;56.0;62.0;428.0;35.93333333333333;33;40;37;36;15.0;7;41;40;32;0;1;1;0.0;33.294117647058826;2;35;30;34;32;1;37;34.111111111111114;39;31;34;31;18.0;40;36;1;37.833333333333336;2.0
68.0;66.0;62.0;0;53.0;7;62.0;77.0;439.0;35.8;30;39;41;40;15.0;7;43;41;30;0;1;1;0.0;35.470588235294116;2;36;37;31;35;1;48;37.72222222222222;40;40;36;40;18.0;41;36;1;40.44444444444444;3.0
74.0;56.0;59.0;0;50.0;16;58.0;65.0;421.0;38.46666666666667;33;40;34;41;15.0;7;43;35;42;0;1;3;0.0;37.411764705882355;2;39;39;40;34;1;33;38.72222222222222;35;38;37;38;18.0;48;34;1;36.833333333333336;2.0
67.0;75.0;56.0;1;42.0;11;57.0;62.0;411.0;36.2;43;36;35;39;15.0;7;36;37;31;0;1;1;0.0;31.764705882352942;2;37;30;30;30;1;30;33.611111111111114;32;37;35;37;18.0;31;30;1;33.77777777777778;2.0
62.0;58.0;55.0;0;51.0;18;60.0;66.0;424.0;35.266666666666666;33;39;38;34;15.0;7;37;40;32;0;1;1;0.0;31.941176470588236;2;35;31;32;30;1;33;32.611111111111114;37;30;32;30;18.0;37;33;1;38.44444444444444;2.0
76.0;58.0;59.0;0;60.0;18;58.0;52.0;422.0;33.86666666666667;33;37;31;35;15.0;7;36;38;32;0;1;1;0.0;34.0;2;30;33;33;36;1;37;34.833333333333336;35;33;30;39;18.0;38;47;1;34.72222222222222;2.0
71.0;66.0;60.0;0;51.0;8;52.0;59.0;414.0;36.333333333333336;31;40;36;40;15.0;7;42;36;35;0;1;2;0.0;32.8235294117647;2;33;32;35;32;1;36;35.0;33;44;30;36;18.0;37;34;1;36.0;2.0
62.0;43.0;53.0;0;66.0;8;65.0;59.0;429.0;38.4;43;37;37;40;15.0;7;41;37;35;0;1;1;0.0;34.411764705882355;2;38;32;34;30;1;30;39.05555555555556;37;39;39;47;18.0;41;33;1;36.166666666666664;2.0
80.0;89.0;51.0;0;55.0;20;50.0;65.0;412.0;39.2;36;45;37;39;15.0;7;42;37;39;0;1;1;0.0;35.470588235294116;2;36;30;35;34;1;30;36.0;34;40;35;36;18.0;43;37;1;38.77777777777778;2.0
71.0;71.0;61.0;1;55.0;11;62.0;65.0;422.0;38.8;48;38;41;43;15.0;7;34;37;33;0;1;1;0.0;33.588235294117645;2;32;30;35;32;2;47;36.27777777777778;39;42;35;31;18.0;42;32;1;36.388888888888886;2.0
65.0;77.0;49.0;1;50.0;9;62.0;61.0;405.0;38.733333333333334;46;37;38;43;15.0;7;40;34;34;0;1;2;0.0;33.88235294117647;2;38;30;30;30;1;33;37.5;32;45;34;35;18.0;41;32;1;37.166666666666664;2.0
65.0;71.0;58.0;0;59.0;8;62.0;59.0;421.0;35.53333333333333;33;33;38;39;15.0;7;30;37;39;0;1;1;0.0;36.0;2;36;34;38;31;1;33;36.166666666666664;36;43;38;31;18.0;36;42;1;34.333333333333336;2.0
63.0;47.0;58.0;0;45.0;10;68.0;59.0;409.0;33.46666666666667;30;32;32;43;15.0;7;42;33;31;0;1;1;0.0;34.294117647058826;2;31;37;35;31;1;44;36.166666666666664;30;37;35;37;18.0;40;37;1;35.72222222222222;2.0
68.0;60.0;51.0;1;51.0;1;60.0;62.0;410.0;39.6;37;41;39;42;15.0;7;42;37;40;0;1;1;0.0;35.529411764705884;2;41;31;30;36;1;32;37.111111111111114;34;35;38;39;18.0;41;31;1;36.77777777777778;2.0
70.0;52.0;69.0;1;54.0;9;53.0;59.0;419.0;38.666666666666664;37;43;42;45;15.0;7;43;36;33;0;1;1;0.0;38.470588235294116;2;37;42;40;32;1;48;39.44444444444444;35;36;42;42;18.0;46;33;1;37.166666666666664;2.0
62.0;60.0;62.0;0;66.0;15;56.0;54.0;425.0;38.46666666666667;41;37;41;42;15.0;7;43;38;33;0;1;1;0.0;34.11764705882353;2;34;38;30;30;1;41;41.888888888888886;43;37;45;43;18.0;43;35;1;39.666666666666664;2.0
68.0;80.0;64.0;0;53.0;10;71.0;62.0;424.0;35.13333333333333;30;39;36;44;15.0;7;42;35;31;0;1;1;0.0;34.76470588235294;2;38;36;34;30;1;30;35.72222222222222;34;38;31;36;18.0;46;35;1;38.0;2.0
71.0;57.0;51.0;0;51.0;7;62.0;56.0;402.0;35.666666666666664;34;39;34;39;15.0;7;41;38;32;0;1;3;0.0;37.0;2;34;44;34;31;2;40;38.94444444444444;32;50;38;39;18.0;41;46;1;36.72222222222222;2.0
56.0;77.0;58.0;0;44.0;8;69.0;46.0;405.0;34.46666666666667;30;34;34;31;15.0;7;41;38;35;0;1;1;0.0;33.88235294117647;2;30;33;32;30;1;42;33.666666666666664;37;30;33;38;18.0;30;33;1;32.84615384615385;2.0
79.0;58.0;64.0;1;48.0;9;50.0;50.0;406.0;38.333333333333336;36;38;42;37;15.0;7;42;42;36;0;1;1;0.0;39.470588235294116;2;40;39;45;37;1;40;40.388888888888886;39;50;34;44;18.0;44;30;1;37.611111111111114;2.0
57.0;63.0;57.0;1;41.0;1;56.0;59.0;401.0;34.13333333333333;30;37;38;36;15.0;7;41;34;30;0;1;3;0.0;31.764705882352942;2;30;30;30;30;2;45;25.5;30;44;14;13;9.0;38;35;2;29.0;1.0
77.0;75.0;63.0;0;53.0;8;46.0;60.0;410.0;35.13333333333333;36;41;35;34;15.0;7;37;39;30;0;1;2;0.0;36.11764705882353;2;34;39;34;34;1;40;40.888888888888886;44;40;38;39;18.0;45;34;1;40.0;2.0
74.0;43.0;67.0;1;37.0;20;54.0;62.0;404.0;36.13333333333333;36;34;37;36;15.0;7;41;38;34;0;1;2;0.0;35.470588235294116;2;32;45;41;31;1;30;35.833333333333336;32;37;36;41;18.0;36;42;1;37.94444444444444;2.0
62.0;50.0;51.0;0;46.0;1;56.0;56.0;395.0;35.93333333333333;34;32;31;32;15.0;7;40;31;42;0;1;2;0.0;33.705882352941174;2;30;34;33;32;2;42;32.888888888888886;33;30;40;30;18.0;36;31;1;34.166666666666664;2.0
69.96;67.41;59.89;0;48.75;11;54.28;55.8;403.81;36.46666666666667;33;39;31;34;15.0;7;33;40;42;0;1;1;0.0;34.76470588235294;2;39;34;34;30;1;36;32.5;30;32;34;32;18.0;35;35;1;37.166666666666664;2.0
60.0;56.0;47.0;0;58.0;6;54.0;59.0;402.0;36.6;36;47;31;32;15.0;7;38;41;34;0;1;2;0.0;36.588235294117645;2;37;30;39;34;1;41;35.27777777777778;40;35;34;35;18.0;39;35;1;36.111111111111114;2.0
67.0;75.0;60.0;1;50.0;8;61.0;57.0;409.0;35.733333333333334;32;37;40;37;15.0;7;43;43;30;0;1;1;0.0;34.705882352941174;2;40;35;34;30;1;31;40.27777777777778;40;50;32;44;18.0;43;30;1;41.333333333333336;3.0
74.0;56.0;47.0;0;48.0;10;54.0;59.0;390.0;39.0;41;42;38;47;15.0;7;45;37;32;0;1;1;0.0;35.529411764705884;2;35;32;35;35;1;44;33.611111111111114;35;32;31;30;18.0;35;37;1;39.5;2.0
68.0;63.0;60.0;1;66.0;10;62.0;53.0;420.0;38.13333333333333;40;37;43;41;15.0;7;42;39;32;0;1;1;0.0;34.470588235294116;2;37;36;32;35;1;38;36.5;32;40;33;36;18.0;44;35;1;35.77777777777778;2.0
63.0;43.0;49.0;1;40.0;8;58.0;62.0;388.0;35.8;41;35;31;42;15.0;7;34;36;34;0;1;1;0.0;35.8235294117647;2;36;35;39;31;1;33;34.833333333333336;35;38;35;35;18.0;36;33;1;35.72222222222222;2.0
58.0;43.0;53.0;0;46.0;4;48.0;65.0;399.0;33.0;31;35;33;40;15.0;7;36;34;30;0;1;1;0.0;33.64705882352941;2;30;30;39;35;2;40;35.05555555555556;34;30;38;41;18.0;38;33;1;31.944444444444443;2.0
74.0;43.0;49.0;1;49.0;11;58.0;53.0;391.0;34.333333333333336;30;33;35;47;15.0;7;42;34;31;0;1;3;0.0;32.0;2;35;30;34;30;1;32;37.5;36;40;39;36;18.0;43;31;1;34.0;2.0
57.0;50.0;60.0;1;54.0;8;58.0;49.0;404.0;37.6;33;39;45;38;15.0;7;42;43;33;0;1;1;0.0;38.588235294117645;2;38;30;44;34;1;43;38.111111111111114;34;36;40;38;18.0;43;45;1;38.72222222222222;2.0
68.0;59.0;57.0;1;40.0;19;60.0;50.0;390.0;35.46666666666667;30;31;42;40;15.0;7;42;40;33;0;1;1;0.0;32.529411764705884;2;30;36;31;30;1;41;33.888888888888886;37;30;34;36;18.0;32;30;1;32.94444444444444;2.0
60.0;53.0;60.0;1;51.0;11;62.0;57.0;408.0;34.2;30;39;32;42;15.0;7;39;33;32;0;1;2;0.0;34.0;2;31;35;31;31;1;46;36.27777777777778;34;40;30;42;18.0;43;33;1;35.833333333333336;2.0
54.0;42.0;48.0;0;51.0;1;60.0;62.0;401.0;37.53333333333333;40;32;45;40;15.0;7;36;37;35;0;1;1;0.0;35.470588235294116;2;37;37;34;35;1;39;36.94444444444444;38;43;34;33;18.0;35;34;1;37.333333333333336;2.0
58.0;70.0;64.0;1;56.0;20;61.0;55.0;418.0;37.93333333333333;45;32;39;44;15.0;7;44;40;30;0;1;1;0.0;32.1764705882353;2;34;30;30;31;1;38;34.666666666666664;39;42;30;32;18.0;36;33;1;35.333333333333336;2.0
65.0;77.0;55.0;0;48.0;9;58.0;56.0;398.0;38.333333333333336;42;40;40;47;15.0;7;40;42;30;0;1;1;0.0;33.35294117647059;2;33;30;38;33;1;33;36.22222222222222;34;40;35;33;18.0;40;38;1;38.0;2.0
59.0;54.0;55.0;0;48.0;11;56.0;56.0;397.0;34.666666666666664;30;38;33;33;15.0;7;39;33;36;0;1;1;0.0;33.411764705882355;2;30;31;30;33;1;41;35.27777777777778;33;30;36;36;18.0;42;41;1;37.0;2.0
59.0;50.0;63.0;1;60.0;10;62.0;56.0;414.0;36.13333333333333;32;41;35;44;15.0;7;43;44;30;0;1;1;0.0;34.529411764705884;2;36;37;35;33;1;34;34.166666666666664;34;39;32;31;18.0;42;30;1;28.77777777777778;1.0
76.0;49.0;63.0;0;49.0;11;50.0;44.0;391.0;37.53333333333333;38;44;37;40;15.0;7;40;39;32;0;1;1;0.0;40.23529411764706;2;34;43;35;50;1;36;39.0;35;35;39;41;18.0;45;30;1;39.833333333333336;2.0
52.0;59.0;58.0;0;53.0;20;56.0;66.0;409.0;33.53333333333333;30;32;35;33;15.0;7;41;44;30;0;1;2;0.0;35.1764705882353;2;33;35;36;31;1;41;36.22222222222222;31;33;38;37;18.0;38;36;1;38.0;2.0
68.0;57.0;59.0;1;44.0;18;56.0;54.0;394.0;39.266666666666666;41;47;40;42;15.0;7;40;42;32;0;1;1;0.0;37.35294117647059;2;41;40;36;31;1;40;40.55555555555556;41;47;37;40;18.0;42;37;1;41.44444444444444;3.0
57.0;61.0;68.0;0;46.0;10;63.0;52.0;405.0;34.46666666666667;30;36;36;44;15.0;7;40;31;32;0;1;1;0.0;34.705882352941174;2;36;36;36;33;1;31;34.5;37;45;30;31;18.0;34;34;1;30.88888888888889;2.0
55.27;59.67;55.79;0;46.43;4;46.16;61.55;375.69;39.0;36;43;30;36;15.0;7;42;39;43;0;1;1;0.0;34.705882352941174;2;37;32;32;36;1;31;33.72222222222222;33;33;34;36;18.0;37;35;1;35.666666666666664;2.0
67.0;48.0;53.0;0;48.0;2;48.0;57.0;402.0;36.86666666666667;31;40;44;45;15.0;7;39;37;33;0;1;2;0.0;32.294117647058826;2;31;30;34;30;1;42;34.666666666666664;31;35;45;30;18.0;39;33;1;33.05555555555556;2.0
49.0;30.0;51.0;0;49.0;20;46.0;50.0;352.0;34.8;30;30;43;43;15.0;7;40;35;32;0;1;2;0.0;34.11764705882353;2;30;40;35;34;1;32;30.055555555555557;30;30;30;30;18.0;30;31;1;32.05555555555556;2.0
49.0;46.0;50.0;1;61.0;7;52.0;58.0;365.0;35.86666666666667;30;34;40;45;15.0;7;40;35;35;0;1;3;0.0;32.1764705882353;2;31;33;32;30;2;32;34.833333333333336;33;38;31;32;18.0;39;30;1;37.27777777777778;2.0
59.0;89.0;68.0;0;56.0;10;60.0;89.0;483.0;38.46666666666667;34;38;43;44;15.0;7;49;39;33;0;1;1;0.0;33.35294117647059;2;30;36;36;30;1;33;36.833333333333336;36;39;37;37;18.0;39;33;1;33.833333333333336;2.0
74.0;63.0;54.0;0;50.0;19;59.0;67.0;444.0;42.06666666666667;46;40;45;47;15.0;7;39;34;41;0;1;1;0.0;36.35294117647059;2;35;35;42;33;1;36;36.666666666666664;45;33;37;39;18.0;37;34;1;34.666666666666664;2.0
71.0;80.0;54.0;1;65.0;19;66.0;64.0;457.0;35.13333333333333;34;30;30;39;15.0;7;40;38;37;0;1;2;0.0;32.64705882352941;2;36;30;34;32;2;30;34.0;35;36;33;32;18.0;41;32;1;36.72222222222222;2.0
74.0;66.0;62.0;0;43.0;7;58.0;62.0;422.0;38.53333333333333;40;40;42;38;15.0;7;41;42;33;0;1;3;0.0;34.76470588235294;2;30;33;34;37;1;30;33.166666666666664;32;30;30;39;18.0;42;30;1;34.05555555555556;2.0
71.0;52.0;60.0;1;51.0;20;62.0;59.0;434.0;34.46666666666667;30;34;43;38;15.0;7;41;33;30;0;1;2;0.0;34.05882352941177;2;35;30;31;40;2;33;37.666666666666664;41;38;36;42;18.0;42;33;1;35.22222222222222;2.0
79.0;71.0;53.0;0;56.0;1;54.0;62.0;428.0;38.666666666666664;35;42;41;41;15.0;7;40;40;37;0;1;2;0.0;35.1764705882353;2;38;30;30;30;1;44;34.666666666666664;36;32;33;42;18.0;33;36;1;35.77777777777778;2.0
62.0;57.0;59.0;0;66.0;8;56.0;77.0;447.0;37.53333333333333;36;42;41;41;15.0;7;43;42;30;0;1;3;0.0;36.23529411764706;2;39;33;31;33;1;38;37.72222222222222;42;35;33;42;18.0;43;44;1;34.0;2.0
71.0;51.0;53.0;1;59.0;8;65.0;59.0;432.0;35.8;31;30;41;38;15.0;7;40;36;37;0;1;1;0.0;32.88235294117647;2;35;30;32;30;1;35;39.0;37;41;40;34;18.0;40;34;1;35.111111111111114;2.0
71.0;54.0;51.0;1;62.0;20;58.0;62.0;431.0;38.2;35;48;42;41;15.0;7;42;43;30;0;1;2;0.0;36.470588235294116;2;36;30;36;34;1;43;38.05555555555556;38;45;38;37;18.0;39;34;1;37.94444444444444;2.0
71.0;100.0;61.0;0;41.0;10;60.0;59.0;419.0;36.6;32;41;42;41;15.0;7;43;40;30;0;1;1;0.0;37.88235294117647;2;36;41;43;36;1;40;39.705882352941174;38;48;38;33;17.0;42;0;1;35.8;2.0
71.0;65.0;56.0;1;46.0;20;55.0;67.0;421.0;37.93333333333333;42;35;41;40;15.0;7;38;43;33;0;1;1;0.0;32.05882352941177;2;33;31;30;34;1;34;39.666666666666664;37;39;42;44;18.0;41;32;1;34.22222222222222;2.0
63.0;53.0;60.0;1;50.0;7;66.0;59.0;427.0;36.53333333333333;30;40;41;41;15.0;7;41;41;33;0;1;2;0.0;35.11764705882353;2;36;30;30;31;1;48;35.611111111111114;35;34;38;42;18.0;31;30;1;35.5;2.0
68.0;46.0;47.0;0;42.0;20;57.0;61.0;400.0;39.6;30;43;45;37;15.0;7;45;41;40;0;1;1;0.0;36.294117647058826;2;34;44;33;34;1;37;36.111111111111114;40;38;31;37;18.0;38;46;1;38.166666666666664;2.0
60.6;79.4;59.89;0;48.75;4;60.29;66.12;431.28;38.4;41;39;45;41;15.0;7;41;38;31;0;1;1;0.0;36.470588235294116;2;33;41;43;30;1;37;34.333333333333336;34;37;31;34;18.0;33;39;1;38.94444444444444;2.0
65.0;66.0;53.0;1;61.0;8;58.0;61.0;431.0;39.333333333333336;36;34;43;39;15.0;7;41;39;42;0;1;1;0.0;36.588235294117645;2;36;42;34;31;1;50;40.94444444444444;48;50;30;44;18.0;41;34;1;39.27777777777778;2.0
68.0;54.0;48.0;0;61.0;11;66.0;55.0;421.0;35.333333333333336;30;30;47;42;15.0;7;30;36;37;0;1;3;0.0;28.235294117647058;1;30;32;30;14;2;30;17.77777777777778;3;37;0;0;4.0;0;40;1;35.0;2.0
68.0;69.0;48.0;0;40.0;11;53.0;64.0;399.0;35.6;32;40;41;38;15.0;7;41;36;30;0;1;1;0.0;32.0;2;30;37;32;30;1;32;38.0;34;38;42;44;18.0;42;30;1;37.666666666666664;2.0
54.0;66.0;53.0;1;48.0;20;64.0;56.0;412.0;38.2;35;39;48;39;15.0;7;44;39;32;0;1;1;0.0;33.23529411764706;2;37;33;31;30;1;38;40.5;40;50;34;45;18.0;45;39;1;38.833333333333336;2.0
68.0;53.0;63.0;0;53.0;9;63.0;50.0;422.0;33.93333333333333;35;36;37;35;15.0;7;32;39;30;0;1;1;0.0;32.529411764705884;2;30;35;30;30;1;44;31.88888888888889;32;34;30;33;18.0;33;31;1;37.333333333333336;2.0
71.0;61.0;50.0;1;42.0;3;51.0;59.0;395.0;36.4;34;40;45;37;15.0;7;40;37;30;0;1;1;0.0;33.23529411764706;2;30;42;31;30;1;35;38.333333333333336;43;42;23;40;15.0;40;43;1;22.76923076923077;1.0
69.0;56.0;68.0;0;53.0;16;69.0;49.0;423.0;34.53333333333333;32;37;32;39;15.0;7;30;33;38;0;3;2;0.0;38.05882352941177;2;39;34;39;36;1;31;34.111111111111114;41;30;30;40;18.0;30;38;1;34.166666666666664;2.0
65.0;52.0;48.0;1;49.0;20;62.0;66.0;408.0;36.0;30;41;42;41;15.0;7;41;41;30;0;1;1;0.0;35.64705882352941;2;33;31;35;30;1;42;36.77777777777778;36;50;32;36;18.0;34;42;1;37.111111111111114;2.0
75.0;47.0;63.0;0;60.0;20;45.0;41.0;412.0;35.13333333333333;30;33;37;37;15.0;7;44;32;35;0;1;1;0.0;38.88235294117647;2;34;42;43;41;2;32;34.22222222222222;32;33;30;35;18.0;44;33;2;32.22222222222222;2.0
68.0;46.0;57.0;0;50.0;8;62.0;52.0;409.0;35.93333333333333;31;34;45;43;15.0;7;35;39;34;0;1;1;0.0;35.94117647058823;2;36;32;32;39;1;40;37.333333333333336;34;38;30;43;18.0;43;37;1;33.44444444444444;2.0
69.0;47.0;49.0;1;56.0;4;54.0;60.0;405.0;37.4;31;40;41;41;15.0;7;43;39;35;0;1;1;0.0;32.588235294117645;2;36;30;30;31;1;37;36.888888888888886;37;48;30;37;18.0;39;37;1;34.388888888888886;2.0
65.0;57.0;59.0;0;41.0;8;56.0;61.0;402.0;39.06666666666667;39;43;40;42;15.0;7;46;41;32;0;1;2;0.0;34.11764705882353;2;35;38;32;30;1;41;35.388888888888886;36;34;42;30;18.0;42;34;1;39.55555555555556;2.0
64.0;47.0;56.0;0;55.0;10;57.0;53.0;416.0;38.8;34;35;41;43;15.0;7;45;39;39;0;1;1;0.0;34.470588235294116;2;30;31;39;31;1;41;35.166666666666664;33;38;32;39;18.0;39;30;1;34.666666666666664;2.0
75.0;59.0;59.0;1;50.0;14;58.0;54.0;406.0;36.666666666666664;38;30;47;30;15.0;7;30;32;40;0;1;1;0.0;36.05882352941177;2;33;38;37;35;1;32;34.5;30;47;30;31;18.0;39;36;1;29.72222222222222;1.0
61.0;58.0;56.0;0;53.0;20;63.0;55.0;411.0;36.666666666666664;31;40;43;40;15.0;7;45;41;30;0;1;1;0.0;33.294117647058826;2;31;30;35;30;1;43;35.166666666666664;34;32;40;33;18.0;39;36;1;33.833333333333336;2.0
63.0;46.0;54.0;0;48.0;10;53.0;61.0;405.0;37.666666666666664;33;41;41;40;15.0;7;44;42;33;0;1;2;0.0;37.705882352941174;2;36;35;35;36;1;43;37.55555555555556;39;42;35;37;18.0;39;43;1;35.611111111111114;2.0
67.0;70.0;62.0;0;45.0;11;53.0;59.0;404.0;38.46666666666667;30;47;43;37;15.0;7;44;38;36;0;1;1;0.0;35.23529411764706;2;40;34;32;32;1;43;40.22222222222222;45;40;37;39;18.0;44;36;1;39.666666666666664;2.0
71.0;71.0;54.0;0;55.0;10;51.0;53.0;402.0;36.666666666666664;32;33;35;37;15.0;7;37;39;42;0;1;1;0.0;34.705882352941174;2;30;33;39;32;1;40;31.22222222222222;42;30;30;15;15.0;38;42;1;31.23076923076923;2.0
64.12;88.85;51.3;0;61.84;11;60.38;51.9;408.53;36.733333333333334;33;35;37;30;15.0;7;42;30;41;0;1;1;0.0;34.294117647058826;2;30;30;31;33;1;47;35.333333333333336;38;31;33;36;18.0;39;42;1;35.05555555555556;2.0
68.0;48.0;51.0;0;51.0;11;52.0;53.0;399.0;34.93333333333333;31;32;38;40;15.0;7;43;33;33;0;1;1;0.0;35.705882352941174;2;38;38;32;38;1;35;37.388888888888886;32;42;42;34;18.0;41;30;1;35.22222222222222;2.0
68.0;54.0;55.0;1;56.0;1;58.0;53.0;405.0;38.333333333333336;35;49;43;38;15.0;7;46;32;31;0;1;2;0.0;35.8235294117647;2;40;32;37;31;2;45;34.666666666666664;31;30;41;35;18.0;41;38;1;37.388888888888886;2.0
74.0;58.0;49.0;1;51.0;16;58.0;54.0;398.0;36.4;36;41;32;39;15.0;7;42;41;32;0;1;1;0.0;32.588235294117645;2;33;35;32;30;1;37;33.388888888888886;31;36;32;32;18.0;41;33;1;35.388888888888886;2.0
66.0;43.0;49.0;0;48.0;5;54.0;58.0;394.0;41.2;43;42;45;43;15.0;7;43;42;36;0;1;1;0.0;34.0;2;30;38;35;30;1;40;36.888888888888886;44;36;35;44;18.0;32;30;1;35.333333333333336;2.0
61.0;49.0;54.0;0;61.0;11;57.0;59.0;416.0;37.0;34;41;44;41;15.0;7;41;40;30;0;1;2;0.0;33.1764705882353;2;31;30;30;39;1;42;38.888888888888886;44;32;40;46;18.0;38;30;1;36.77777777777778;2.0
54.0;47.0;57.0;1;58.0;10;67.0;59.0;413.0;34.666666666666664;32;40;36;36;15.0;7;40;36;30;0;1;3;0.0;35.11764705882353;2;34;35;37;33;1;42;32.94444444444444;32;34;22;39;15.0;41;40;1;30.23076923076923;2.0
62.0;47.0;51.0;0;41.0;19;67.0;54.0;395.0;36.06666666666667;34;40;41;32;15.0;7;43;39;30;0;1;3;0.0;37.588235294117645;2;32;50;33;35;1;45;38.55555555555556;44;37;32;44;18.0;35;33;1;34.94444444444444;2.0
65.0;61.0;47.0;1;55.0;10;63.0;57.0;402.0;34.06666666666667;34;37;38;32;15.0;7;37;33;30;0;1;1;0.0;34.23529411764706;2;34;33;35;38;1;30;32.833333333333336;30;30;31;30;18.0;40;43;1;34.166666666666664;2.0
58.0;40.0;60.0;0;46.0;8;57.0;61.0;402.0;35.266666666666666;30;39;38;38;15.0;7;43;37;31;0;1;1;0.0;33.88235294117647;2;32;38;38;30;1;30;35.166666666666664;32;31;41;37;18.0;42;33;1;37.22222222222222;2.0
55.0;56.0;51.0;0;62.0;20;56.0;65.0;411.0;35.6;30;34;36;35;15.0;7;42;37;37;0;1;1;0.0;34.88235294117647;2;33;40;35;31;2;31;36.5;44;44;31;33;18.0;38;35;1;30.181818181818183;2.0
63.0;89.0;59.0;1;59.0;16;60.0;54.0;414.0;37.0;35;43;42;41;15.0;7;40;39;30;0;1;2;0.0;36.1764705882353;2;34;30;32;33;1;45;36.94444444444444;33;41;36;41;18.0;41;31;1;34.77777777777778;2.0
70.78;59.21;55.21;0;47.31;8;54.35;59.17;400.62;34.8;35;40;43;35;15.0;7;30;36;30;0;1;1;0.0;36.76470588235294;2;37;32;38;32;1;38;32.5;30;37;34;32;18.0;33;30;1;30.076923076923077;2.0
57.0;50.0;51.0;1;49.0;20;58.0;59.0;401.0;37.8;34;39;45;37;15.0;7;46;36;33;0;1;1;0.0;34.470588235294116;2;36;36;33;30;1;44;35.05555555555556;41;35;30;39;18.0;34;38;1;36.27777777777778;2.0
