NOTA_L_TRES;NOTA_HSE;NOTA_ADMIN;NOTA_TGUNO;VECES_HSE;NOTA_EI_TRES;NOTA_EE_DOS;NOTA_PROTELEC;NCC_OCHO;VECES_L_TRES;VECES_PROTELEC;CAR_OCHO;VECES_ADMIN;PROMEDIO_SIETE;NOTA_L_UNO;NOTA_L_DOS;VECES_EI_TRES;PROMEDIO_OCHO;NOTA_EI_CUATRO;VECES_EE_DOS;VECES_TGUNO;NAA_OCHO;NOTA_AIELEC;NCA_OCHO;NOTA_CCON;VECES_L_DOS;VECES_FGEP;NOTA_FGEP;EPA_OCHO;NOTA_HIST;NAC_OCHO;NOTA_SUBEL;NCP_OCHO;VECES_HIST;VECES_EI_CUATRO;VECES_SUBEL;CREDITOS_EE_DOS;CREDITOS_EI_TRES;CREDITOS_PROTELEC;CREDITOS_L_TRES;NAP_OCHO;CREDITOS_TGUNO;VECES_CCON;CREDITOS_ADMIN;CREDITOS_EI_CUATRO;CREDITOS_HSE;NOTA_EI_CINCO;NOTA_TGDOS;NOTA_EI_SEIS;NOTA_EE_TRES;NCC_NUEVE;VECES_EI_CINCO;PROMEDIO_NUEVE;NCA_NUEVE;NAC_NUEVE;NAA_NUEVE;CAR_NUEVE;CREDITOS_EI_CINCO;CREDITOS_EE_TRES;NCP_NUEVE;CREDITOS_EI_SEIS;VECES_TGDOS;NAP_NUEVE;EPA_NUEVE;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
44;36;39;39;1;0;43;32;12.0;1;1;0;1;37.2;40;43;0;40.916666666666664;0;1;1;6;33;12.0;43;1;1;47;2;47;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;11.0;0;39.09090909090909;11.0;6;6;0;3;2;0.0;3;1;0;2;3.0;45.0
43;0;0;0;0;0;42;0;9.0;1;0;1;0;31.866666666666667;44;46;0;37.44444444444444;0;1;0;4;28;7.0;41;1;1;32;2;42;5;0;2.0;1;0;0;2;3;2;2;1;2;2;2;3;1;0;0;0;40;4.0;0;42.5;4.0;2;2;0;3;2;0.0;3;0;0;2;2.0;40.0
41;36;30;35;1;0;47;30;12.0;1;2;1;1;34.13333333333333;48;46;0;39.0;0;1;1;6;38;12.0;48;1;1;37;2;44;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;40;0;37;11.0;0;36.54545454545455;11.0;6;6;1;3;2;0.0;3;1;0;2;2.0;38.5
31;42;30;31;1;0;37;33;12.0;1;1;2;1;34.333333333333336;33;36;0;35.25;0;1;1;6;34;12.0;37;1;2;42;2;33;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;40;0;0;11.0;0;33.27272727272727;11.0;6;6;0;3;2;0.0;3;1;0;2;2.0;40.0
45;45;47;47;1;0;0;39;12.0;1;1;0;1;40.733333333333334;46;42;0;37.916666666666664;0;0;1;6;37;12.0;37;1;1;30;2;46;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;44.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
40;46;49;38;1;0;0;31;12.0;1;1;0;1;33.733333333333334;38;42;0;36.0;0;0;1;6;31;12.0;44;1;1;38;2;38;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.22222222222222;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;50.0
46;47;41;40;1;0;0;32;12.0;1;1;0;1;35.2;45;40;0;37.75;0;0;1;6;30;12.0;47;1;1;44;2;41;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;44;48;41;1;0;0;34;12.0;1;1;1;1;36.333333333333336;42;38;0;39.833333333333336;0;0;1;6;37;12.0;50;1;1;44;2;47;6;32;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;42.0;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;48;36;43;1;0;0;30;12.0;1;1;0;1;35.2;50;42;0;37.083333333333336;0;0;1;6;35;12.0;46;1;1;45;2;31;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;39.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
38;47;38;34;1;0;0;40;12.0;1;1;0;1;32.53333333333333;42;39;0;37.083333333333336;0;0;1;6;30;12.0;38;1;1;44;2;41;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;42;0;0;9.0;0;38.55555555555556;9.0;5;5;0;3;2;0.0;3;2;0;2;3.0;42.0
41;45;35;35;1;0;0;33;12.0;1;1;2;1;33.266666666666666;40;43;0;37.916666666666664;0;0;1;6;32;12.0;43;1;2;42;2;44;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;47;0;0;9.0;0;37.0;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;47.0
42;37;38;47;1;0;0;35;12.0;1;1;0;1;35.13333333333333;40;44;0;38.5;0;0;1;6;38;12.0;46;1;1;33;2;42;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
37;48;43;30;1;0;0;30;12.0;1;1;2;1;33.2;35;42;0;38.416666666666664;0;0;1;6;36;12.0;43;2;1;48;2;38;6;30;0.0;2;0;1;2;3;2;2;0;2;1;2;3;1;0;47;0;0;9.0;0;36.44444444444444;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;47.0
35;45;47;43;1;0;0;37;12.0;1;1;1;1;36.2;47;39;0;33.5;0;0;1;6;30;12.0;46;1;1;32;2;32;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.0;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
46;46;49;44;1;0;0;34;12.0;1;1;1;1;33.86666666666667;47;45;0;39.75;0;0;1;6;38;12.0;47;1;1;48;2;30;6;36;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;43.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
32;47;39;44;1;0;0;37;12.0;1;1;0;1;33.86666666666667;44;47;0;40.833333333333336;0;0;1;6;35;12.0;44;1;1;47;2;43;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.0;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;50.0
34;44;39;34;1;0;0;0;9.0;1;0;1;1;33.2;46;43;0;40.0;0;0;1;5;35;9.0;44;1;2;35;2;45;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;0;50;0;0;7.0;0;36.857142857142854;7.0;4;4;0;3;2;0.0;3;1;0;2;4.0;50.0
33;41;35;31;1;0;0;37;12.0;1;1;0;1;31.666666666666668;37;49;0;40.083333333333336;0;0;1;6;36;12.0;48;1;1;44;2;41;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;34.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
32;32;42;32;1;0;0;33;12.0;1;1;1;1;34.266666666666666;35;32;0;35.833333333333336;0;0;1;6;30;12.0;42;1;1;47;2;34;6;34;0.0;1;0;3;2;3;2;2;0;2;1;2;3;1;0;40;0;0;9.0;0;34.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;2.0;40.0
38;44;38;36;1;0;0;31;12.0;1;1;1;1;33.53333333333333;43;40;0;35.0;0;0;1;6;32;12.0;40;1;1;37;2;30;6;34;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;36.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;42;47;47;1;0;0;45;12.0;1;1;1;1;37.6;45;47;0;40.166666666666664;0;0;1;6;36;12.0;43;1;1;33;2;45;6;39;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;47;0;0;9.0;0;44.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;47.0
43;38;46;45;1;0;0;30;12.0;1;1;0;1;34.6;38;32;0;34.666666666666664;0;0;1;6;34;12.0;40;1;1;33;2;44;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;40.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
46;46;41;43;1;0;0;35;12.0;1;1;0;1;41.53333333333333;49;38;0;39.416666666666664;0;0;1;6;35;12.0;45;1;1;45;2;48;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;42;39;30;1;0;0;35;10.0;1;1;0;1;38.6;43;0;0;37.8;0;0;1;5;32;10.0;43;0;1;47;2;33;5;37;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;42;0;0;9.0;0;36.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;42.0
32;37;46;44;1;0;0;32;12.0;1;2;1;1;35.53333333333333;41;41;0;39.166666666666664;0;0;1;6;32;12.0;44;1;1;43;2;43;6;36;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;35;0;0;9.0;0;38.333333333333336;9.0;5;5;1;3;2;0.0;3;1;0;2;2.0;35.0
48;36;40;43;1;0;0;43;12.0;1;1;1;1;35.733333333333334;42;34;0;37.833333333333336;0;0;1;6;37;12.0;44;1;1;44;2;36;6;36;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;42.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
40;42;37;45;1;0;0;33;12.0;1;1;1;1;33.8;38;36;0;37.333333333333336;0;0;1;6;32;12.0;40;1;1;38;2;44;6;36;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
36;46;44;47;1;0;0;50;12.0;1;1;0;1;36.733333333333334;48;40;0;38.666666666666664;0;0;1;6;33;12.0;44;1;1;47;2;45;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;47;0;0;9.0;0;44.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;47.0
44;40;40;43;1;0;0;39;12.0;1;1;2;1;34.86666666666667;37;40;0;38.333333333333336;0;0;1;6;37;12.0;44;1;1;46;2;34;6;34;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;41;42;34;1;0;0;31;12.0;1;2;0;1;33.46666666666667;35;44;0;39.5;0;0;1;6;31;12.0;46;1;1;48;2;43;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;35;0;0;9.0;0;37.44444444444444;9.0;5;5;1;3;2;0.0;3;2;0;2;2.0;35.0
43;41;44;45;1;0;0;33;12.0;1;1;0;1;36.06666666666667;39;35;0;37.166666666666664;0;0;1;6;38;12.0;42;1;1;35;2;46;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;47;42;42;1;0;0;35;12.0;1;1;1;1;35.53333333333333;43;46;0;41.583333333333336;0;0;1;6;34;12.0;45;1;1;40;2;44;6;42;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
37;41;43;39;1;0;0;31;12.0;1;1;1;1;35.53333333333333;43;43;0;37.833333333333336;0;0;1;6;33;12.0;42;1;1;39;2;46;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.888888888888886;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;50.0
42;45;40;42;1;0;0;32;12.0;1;1;0;1;37.6;44;45;0;36.833333333333336;0;0;1;6;33;12.0;35;1;1;43;2;33;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
34;43;40;43;1;0;0;30;12.0;1;1;1;1;33.8;40;30;0;36.5;0;0;1;6;31;12.0;44;1;1;41;2;44;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.44444444444444;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;50.0
40;43;35;43;1;0;0;30;12.0;1;1;2;1;37.4;37;41;0;41.0;0;0;1;6;33;12.0;47;2;1;45;2;39;6;43;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.666666666666664;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;50.0
30;34;39;35;1;0;0;31;12.0;1;1;3;1;32.666666666666664;34;33;0;34.916666666666664;0;0;1;6;32;12.0;39;1;1;30;2;41;6;36;0.0;2;0;2;2;3;2;2;0;2;2;2;3;1;0;46;0;0;9.0;0;33.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
38;35;35;31;1;0;0;31;12.0;1;2;2;1;35.53333333333333;38;37;0;41.25;0;0;1;6;34;12.0;43;1;1;48;2;44;6;42;0.0;1;0;3;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;33.888888888888886;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;50.0
41;46;39;33;1;0;0;30;12.0;1;1;2;1;38.8;50;50;0;41.25;0;0;1;6;31;12.0;42;1;1;46;2;41;6;39;0.0;1;0;3;2;3;2;2;0;2;1;2;3;1;0;35;0;0;9.0;0;36.888888888888886;9.0;5;5;0;3;2;0.0;3;2;0;2;2.0;35.0
33;41;34;41;1;0;0;33;12.0;1;1;1;1;35.266666666666666;40;43;0;39.166666666666664;0;0;1;6;31;12.0;44;1;1;45;2;43;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;48;0;0;9.0;0;35.888888888888886;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;48.0
33;45;42;44;1;0;0;33;12.0;1;1;1;1;32.86666666666667;31;40;0;39.75;0;0;1;6;37;12.0;44;1;1;47;2;43;6;33;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;38.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;40;38;43;1;0;0;30;12.0;1;1;2;1;37.4;45;44;0;38.583333333333336;0;0;1;6;34;12.0;47;1;1;43;2;42;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;38.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;42;33;39;1;0;0;31;12.0;1;1;0;1;36.6;43;40;0;37.75;0;0;1;6;32;12.0;44;1;1;32;2;48;6;35;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;36.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;33;40;40;1;0;0;31;12.0;1;1;0;1;35.733333333333334;41;31;0;34.833333333333336;0;0;1;6;41;12.0;43;1;1;30;2;39;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;37.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
34;46;41;40;1;0;0;32;12.0;1;1;0;1;42.46666666666667;43;40;0;37.416666666666664;0;0;1;6;33;12.0;43;1;1;48;2;37;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
30;46;43;39;1;0;0;30;12.0;1;1;1;1;35.6;44;39;0;41.25;0;0;1;6;39;12.0;47;1;1;34;2;49;6;42;0.0;1;0;3;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;36.666666666666664;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;50.0
39;46;40;35;1;0;0;31;12.0;1;1;1;1;39.733333333333334;35;34;0;37.583333333333336;0;0;1;6;35;12.0;40;1;1;45;2;39;6;35;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;47;40;43;1;0;0;43;12.0;1;1;0;1;45.8;48;42;0;40.75;0;0;1;6;37;12.0;45;1;1;44;2;45;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;43.0;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;46;40;44;1;0;0;32;12.0;1;1;1;1;37.266666666666666;43;41;0;40.833333333333336;0;0;1;6;37;12.0;46;1;1;39;2;48;6;38;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;46;47;47;1;0;0;36;12.0;1;1;0;1;40.333333333333336;48;41;0;39.083333333333336;0;0;1;6;36;12.0;41;1;1;37;2;46;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;43.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;40;38;42;1;0;0;30;12.0;1;3;1;1;32.266666666666666;41;36;0;35.416666666666664;0;0;1;6;31;12.0;46;1;1;46;2;30;6;31;0.0;1;0;3;2;3;2;2;0;2;1;2;3;1;0;48;0;0;9.0;0;38.0;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;48.0
46;43;41;42;1;0;0;36;12.0;1;1;0;1;38.13333333333333;49;40;0;41.166666666666664;0;0;1;6;37;12.0;46;1;1;48;2;48;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
46;50;46;45;1;0;0;42;12.0;1;1;0;1;38.46666666666667;46;43;0;42.416666666666664;0;0;1;6;45;12.0;47;1;1;47;2;45;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;45.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
36;40;40;40;1;0;0;32;12.0;1;1;2;1;37.733333333333334;45;41;0;39.0;0;0;1;6;39;12.0;49;2;1;41;2;42;6;31;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
40;32;48;39;1;0;0;31;12.0;1;1;1;1;34.666666666666664;44;30;0;34.166666666666664;0;0;1;6;35;12.0;39;1;1;33;2;32;6;37;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;49;0;0;9.0;0;38.666666666666664;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;49.0
40;46;41;38;1;0;0;30;10.0;1;1;0;1;32.53333333333333;39;0;0;40.4;0;0;1;5;40;10.0;47;0;1;44;2;48;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;38.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;43;40;43;1;0;0;40;10.0;1;1;1;1;36.4;43;0;0;37.7;0;0;1;5;33;10.0;46;0;1;36;2;44;5;35;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;42;0;0;9.0;0;41.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;42.0
38;41;41;44;1;0;0;32;12.0;1;1;1;1;33.93333333333333;35;31;0;34.416666666666664;0;0;1;6;31;12.0;43;1;1;39;2;39;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.0;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
43;44;41;47;1;0;0;38;12.0;1;1;0;1;34.266666666666666;50;42;0;38.916666666666664;0;0;1;6;40;12.0;45;1;1;41;2;43;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;42.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;45;40;43;1;0;0;30;12.0;1;1;1;1;36.333333333333336;36;42;0;37.0;0;0;1;6;30;12.0;40;1;1;34;2;39;6;38;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;39.22222222222222;9.0;5;5;0;3;2;0.0;3;2;0;2;3.0;45.0
36;44;45;42;1;0;0;31;12.0;1;1;1;1;32.8;35;35;0;41.416666666666664;0;0;1;6;44;12.0;47;1;1;46;2;46;6;36;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;41;41;42;1;0;0;32;12.0;1;1;0;1;35.13333333333333;50;37;0;40.916666666666664;0;0;1;6;42;12.0;47;1;1;48;2;44;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
40;46;41;36;2;0;0;30;12.0;1;1;1;1;35.4;47;45;0;37.75;0;0;1;6;34;12.0;43;1;1;34;2;47;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;39;0;0;9.0;0;37.77777777777778;9.0;5;5;1;3;2;0.0;3;1;0;2;2.0;39.0
41;34;40;42;1;0;0;36;12.0;1;2;0;1;36.4;40;46;0;41.166666666666664;0;0;1;6;36;12.0;39;1;1;36;2;45;6;43;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.111111111111114;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;50.0
39;50;42;38;1;0;0;31;12.0;1;2;1;1;40.666666666666664;41;40;0;38.083333333333336;0;0;1;6;41;12.0;44;1;1;43;2;36;6;31;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;49;0;0;9.0;0;38.888888888888886;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;49.0
43;31;46;45;1;0;0;33;12.0;1;1;1;1;36.733333333333334;44;39;0;38.5;0;0;1;6;30;12.0;47;1;1;41;2;42;6;37;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;49;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;49.0
30;44;46;42;1;0;0;37;12.0;1;1;0;1;38.6;31;30;0;35.333333333333336;0;0;1;6;35;12.0;38;1;1;35;2;48;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;39;38;43;1;0;0;39;12.0;1;1;0;1;36.733333333333334;45;30;0;35.5;0;0;1;6;33;12.0;40;1;1;34;2;48;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;40.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
39;43;42;45;1;0;0;35;12.0;1;1;0;1;39.93333333333333;45;41;0;39.75;0;0;1;6;37;12.0;47;1;1;48;2;44;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;40;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;2.0;40.0
45;45;46;40;1;0;0;31;12.0;1;1;0;1;40.13333333333333;50;45;0;40.083333333333336;0;0;1;6;34;12.0;45;1;1;45;2;49;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;41.0;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
39;47;44;42;1;0;0;34;12.0;1;1;0;1;37.666666666666664;40;38;0;40.5;0;0;1;6;41;12.0;43;1;1;44;2;49;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
49;42;41;42;1;0;0;37;12.0;1;1;0;1;37.4;50;44;0;40.416666666666664;0;0;1;6;34;12.0;45;1;1;46;2;48;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;48;0;0;9.0;0;42.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;48.0
44;35;32;32;1;0;0;32;12.0;1;3;1;1;41.6;48;47;0;40.0;0;0;1;6;35;12.0;47;1;1;42;2;37;6;37;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;38;0;0;9.0;0;35.0;9.0;5;5;1;3;2;0.0;3;1;0;2;2.0;38.0
41;33;43;35;1;0;0;32;12.0;1;1;0;1;39.93333333333333;44;41;0;39.25;0;0;1;6;33;12.0;32;1;1;42;2;45;6;39;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;37.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
45;43;44;37;1;0;0;33;12.0;1;1;1;1;37.0;49;39;0;35.916666666666664;0;0;1;6;31;12.0;43;1;1;32;2;47;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;40;0;0;9.0;0;40.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;2.0;40.0
36;30;40;30;1;0;0;37;12.0;1;2;1;1;38.333333333333336;41;36;0;38.0;0;0;1;6;39;12.0;44;1;1;42;2;32;6;38;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;35.111111111111114;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;50.0
42;45;39;39;1;0;0;44;12.0;1;1;0;1;44.2;44;41;0;40.333333333333336;0;0;1;6;39;12.0;48;1;1;45;2;45;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;47;0;0;9.0;0;41.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;47.0
36;32;37;43;1;0;0;30;12.0;1;1;0;1;39.86666666666667;50;41;0;38.166666666666664;0;0;1;6;33;12.0;44;1;1;37;2;48;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;36.0;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
43;35;43;44;1;0;0;30;12.0;1;1;0;1;41.733333333333334;47;41;0;37.833333333333336;0;0;1;6;30;12.0;44;1;1;37;2;46;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;38;32;39;1;0;0;32;12.0;1;2;0;1;42.46666666666667;42;42;0;39.0;0;0;1;6;38;12.0;50;1;1;41;2;43;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;36.888888888888886;9.0;5;5;1;3;2;0.0;3;1;0;2;3.0;45.0
40;40;30;32;1;0;0;39;12.0;1;1;0;1;45.2;50;38;0;40.166666666666664;0;0;1;6;37;12.0;42;1;1;49;2;45;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;35.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
